barcode_hashed,age_days,full_cap_min,pct_lvl_max,min_dchrg_fcc,dchrg_diff,EBL,total_chrg_cnt,cnt_USB_chrg,shtdn_total,btlow_total,call_drop_sum,call_tot_mins,calls_tot,msgs_tot,pics_tot,sst_poor_time_ratio,ratio_3G,ratio_4G,ratio_5G,wifi_hrs,wifi_connections,mobile_rx_MB,mobile_tx_MB,son_hrs,primary_mem_free_MB,bt_conns,CRASH_total,full_cap_min_ratio,pct_lvl_max_ratio,min_dchrg_fcc_ratio,dchrg_diff_ratio,EBL_ratio,total_chrg_cnt_ratio,cnt_USB_chrg_ratio,shtdn_total_ratio,btlow_total_ratio,call_drop_sum_ratio,call_tot_mins_ratio,calls_tot_ratio,msgs_tot_ratio,pics_tot_ratio,sst_poor_time_ratio_ratio,ratio_3G_ratio,ratio_4G_ratio,ratio_5G_ratio,wifi_hrs_ratio,wifi_connections_ratio,mobile_rx_MB_ratio,mobile_tx_MB_ratio,son_hrs_ratio,primary_mem_free_MB_ratio,bt_conns_ratio,CRASH_total_ratio
b926676dccc67406700c4c57cf055b3df237fc0ab286f6a46289bafd9d948065,1516,3644678.5,94.75,0.0,125.25,14.5,3.0,0.0,0.75,1.25,0.25,3.75,34.25,211.25,60.5,6.16,6.18,93.81,0.0,16.25,7.0,171.25,11.25,4.25,4542.0,5.0,17.75,1.2203,1.0053,0.0,0.9881,1.0714,1.0,0.0,2.0,1.5,0.0,0.6667,0.9855,0.8172,1.1607,1.2178,1.0447,0.9969,0.0,0.9118,1.0,1.9149,1.25,0.8889,0.7617,0.1111,1.5357
7a2e95793e69ff2704030353bf27fc1ad13916d0370a25b115b12779720f08cb,309,4744.0,96.75,5000.0,74.25,17.5,4.0,0.0,0.0,2.75,0.0,1.0,4.5,52.25,10.5,1.315,5.805,93.94,0.0,23.0,7.25,238.0,22.0,6.5,54590.75,4.5,1.5,1.0219,1.0052,1.0,1.0204,1.0,1.2857,0.0,0.0,1.75,0.0,0.3333,2.6,2.1667,2.2308,0.6386,0.8327,1.0135,0.0,0.9574,2.625,7.6545,13.6667,1.0,1.2185,0.5,1.0
938897a9982050704df677787e41581a8cc9335d19b73582ebf0b3c23f7d1fd9,1186,-1.0,60.0,5000.0,14.0,207.0,1.5,0.0,0.0,0.75,0.0,0.0,1.0,8.0,18.25,14.3175,0.0,0.0,0.0,50.25,1.75,0.0,0.0,0.25,621.5,7.75,2.0,1.0,0.9672,1.0,1.5455,1.134,2.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5208,0.2981,0.0,0.0,0.0,0.4357,0.75,0.0,0.0,0.0,9.8087,0.0,1.0
6e878b24ff6ff1f6ffe4dc86f6095608800e1fce9a9c4be47fdb41d5f3894994,135,-1.0,90.75,-1.0,54.0,39.5,1.5,0.25,0.5,1.5,0.0,0.0,,,,2.54,3.0074999999999994,96.22,0.0,2.0,0.0,0.0,0.0,4.5,75106.75,0.0,1.75,1.0,0.9622,1.0,1.0571,0.975,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8306,0.269,1.0509,0.0,1.0,0.0,0.0,0.0,1.0,1.0732,0.0,1.3333
37219dd65adebf813d20af03c21bb6f1aa5b72815d964a09428cb7539f7c0d35,640,-1.0,97.0,5000.0,32.0,62.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,3.98,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3864.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
402fbc28b4e45700305662426152da47d12318bd935dd095765e650176d73a2d,1539,3283000.0,93.25,0.0,47.5,44.75,1.0,0.0,0.0,1.0,0.0,0.0,1.25,10.5,3.5,0.025,0.0875,99.9125,0.0,5.75,5.25,279.0,7.75,3.25,20335.0,2.0,2.0,1.0,1.0054,0.0,1.0,1.2099,1.0,0.0,0.0,1.0,0.0,0.0,1.5,0.68,0.0,1.0,0.8421,1.0002,0.0,0.7692,1.1,1.1017,0.9375,0.8571,1.0748,1.0,1.0
2046ca02ca56b39d29a4b423ec48542bee860cdce91e5f667288b8fcd8764ae4,811,-1.0,100.0,-1.0,41.25,48.0,3.0,0.0,1.5,0.0,0.0,0.0,,,,3.3,13.3575,52.5525,0.0,2.0,0.0,0.0,0.0,7.0,65864.0,0.0,1.25,1.0,1.0,1.0,0.9643,1.1099,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.4298,0.4385,0.0,1.0,0.0,0.0,0.0,0.8667,0.9939,0.0,0.6667
22ce6c52c3d8eb4a1766f015f80ff6324bed993d92dad8c3077eff0e5aec4c16,1658,3013.0,81.75,-1.0,23.25,109.0,1.0,0.0,0.25,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18490.0,0.0,0.5,1.0,0.9939,1.0,0.9787,0.9123,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0
24c890cd1e2291391d7969886a1dbf739ca217ff76f881829829116739328b58,861,-1.0,96.0,5000.0,57.0,35.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,9.72,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,304.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0c59375188c78a4012defe8b67cc511dca18d4855fa1319eacc576c29e8011a3,1338,-1.0,87.5,5000.0,77.0,24.25,3.5,0.25,0.0,2.0,0.0,3.25,58.25,54.25,8.75,23.5125,0.115,99.885,0.0,16.5,10.5,35.5,3.5,5.0,871.5,1.5,1.25,1.0,1.0349,1.0,1.2985,0.7321,0.5556,0.0,0.0,1.0,0.0,1.1667,1.5889,1.1275,0.0294,0.9684,2.0667,0.9992,0.0,0.9412,1.1,0.2034,0.75,1.2222,0.2783,0.0,1.5
42be7c9859a5bda33729d80c999ab8907b11bcfba1d1a77ea9367a2d1e1e1e31,321,4700.0,95.0,4700.0,35.0,34.0,4.75,0.0,1.0,0.75,0.0,1.0,24.25,136.0,35.25,0.565,3.1625,95.405,0.0,1.75,1.5,67.25,4.0,3.25,44825.0,0.0,1.5,1.0,0.9895,1.0,1.1538,0.7895,3.75,0.0,1.0,2.0,0.0,1.0,1.7714,0.9223,1.2742,1.0,1.3958,0.9668,0.0,6.0,2.0,1.69,1.0,1.1667,1.1885,0.0,1.0
85f2c5de2b7cc09c3001adf23f3a3d2498872b043319245ff7281a2f2dacfc10,307,4953.5,100.0,4937.0,69.0,26.5,3.25,0.75,1.0,0.5,0.25,1.0,4.75,392.0,2.5,1.455,25.875,73.1425,0.0,17.0,2.5,903.75,39.75,6.25,87299.75,0.0,1.25,1.0004,1.0,1.0,0.9856,1.0784,0.8571,0.5,1.0,1.0,0.0,3.0,0.2667,1.145,0.4286,0.8418,51.0101,0.4823,0.0,1.1935,1.0,0.7028,0.6061,1.0833,1.0137,0.0,0.6667
670cc144ea2f861634f80a7961feae8ea8ca7c5edc9e5f9cfc1f3adf105f2963,816,-1.0,99.0,-1.0,61.0,12.0,8.0,8.0,1.0,0.0,0.0,0.0,,,,0.94,95.07,4.93,0.0,2.0,0.0,0.0,0.0,6.0,276.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
abb2536048bce811c12f010b6ccc432592e6ed6f6df788e6347faf6cb26c411f,271,-1.0,100.0,-1.0,101.75,15.5,3.25,0.0,1.25,0.0,0.0,0.0,,,,21.775,44.8925,52.365,0.0,2.0,0.0,0.0,0.0,9.75,17252.5,0.0,2.75,1.0,1.0,1.0,1.0149,0.9375,0.8571,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,1.1182,1.6734,0.6298,0.0,1.0,0.0,0.0,0.0,1.0526,1.7964,0.0,1.2
f13aef87cdc80eff0090b17c1a48a8979e8796f733cd6299416b280ef2d49b7b,559,-1.0,82.0,4000.0,82.0,22.0,5.0,1.0,1.0,3.0,0.0,0.0,,,,9.48,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,27390.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
877baad4ffb31f5a61e2b616eb029bc4cf4ff1f7990ed0c8b51eaf751258dc3a,1549,-1.0,95.25,4000.0,34.75,68.5,1.0,0.0,1.0,0.0,0.5,2.75,25.5,50.0,5.25,2.535,0.7024999999999999,99.2975,0.0,1.5,3.75,0.0,0.0,1.5,10074.25,0.0,2.75,1.0,0.9538,1.0,0.9041,1.1575,1.0,0.0,1.0,0.0,0.0,1.2,1.3182,1.0,0.6154,2.38,3.0143,0.9929,0.0,1.0,0.875,0.0,0.0,1.0,1.0071,0.0,0.2222
0bffb89bb2f59b99f8d7a43c41e7b87702a3f81120074cd6dd3ebd271a3a9023,964,-1.0,79.5,-1.0,60.5,32.75,3.25,0.0,0.0,2.25,0.0,0.0,,,,0.4075,0.4725,99.0975,0.0,2.0,0.0,0.0,0.0,5.5,11692.25,0.0,1.25,1.0,1.0255,1.0,0.936,1.0794,1.1667,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.0897,0.8713,0.9987,0.0,1.0,0.0,0.0,0.0,1.2,1.1642,0.0,0.6667
56ca7ce13565f63d3255c4810b1fe5c39ce8e7d59f6214c0a8cedf6e047f7a41,959,-1.0,99.75,4000.0,60.5,32.5,2.0,0.0,0.25,0.5,0.0,0.0,,,,25.5575,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.25,1887.5,0.0,5.0,1.0,1.005,1.0,0.8615,1.1667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2089,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8889,1.0455,0.0,0.6667
c31ab531acdd1a44964526654b2cd2992b27dbd4782ff58358ffddd8fd7ce451,81,5096.0,82.0,5096.0,12.0,206.0,2.0,0.0,1.0,1.0,0.0,4.5,27.0,48.0,25.5,0.255,34.855000000000004,65.14500000000001,0.0,25.5,3.0,4.5,1.0,1.0,99546.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0d051e7d4f6cba37d82a12186f3299289c31dcd7265c593d4d9ea56fbcec651f,581,5000.0,98.75,5000.0,57.75,30.5,4.0,0.0,0.5,0.75,0.0,0.0,1.0,301.0,57.0,0.5549999999999999,48.98,0.8574999999999999,0.0,23.5,5.75,0.0,0.0,7.0,41709.5,6.5,1.75,1.0,1.0051,1.0,1.4316,0.5641,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.7538,0.0,0.0,0.0,0.0,0.9583,1.3,0.0,0.0,1.3333,0.8548,0.0,1.3333
cc57b2059f1ff9d961e31b8734a77f1190135b3eacb3c3db2f22d862eddd5a86,951,-1.0,97.75,5000.0,69.0,31.0,2.5,0.0,0.0,1.25,0.0,0.0,,,,8.025,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,103.75,0.0,9.75,1.0,1.0259,1.0,1.1069,0.7971,0.6667,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.5986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5556,0.3651,0.0,0.7727
d102fb4ee1c253c6828933f5f6907a551913bba50258f1ccdb967b48823e251b,713,5000.0,95.75,5000.0,55.25,40.75,2.0,0.0,0.0,1.0,0.25,17.25,28.25,82.0,31.25,0.6025,7.9075,92.0925,0.0,24.75,4.75,108.5,7.5,5.0,3361.0,3.5,2.0,1.0,0.9641,1.0,0.9558,1.0897,1.0,0.0,0.0,1.0,0.0,1.5556,0.9825,0.7923,1.0161,0.5253,3.3388,0.9115,0.0,0.9038,0.7273,1.4111,1.5,0.8182,1.0413,0.75,1.0
44dd92d6247324108700626fcaec60d26b1860f238194db6c08c9092f860f045,1052,3886000.0,100.0,4000.0,128.0,15.0,6.0,0.0,0.0,2.0,0.0,9.0,75.0,106.0,52.0,1.85,0.49,99.28,0.0,28.0,60.0,41.0,8.0,8.0,19105.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
08388c3ca6f2c501efc557b2f57ad7d5ed4f938183c8a24bbd47dfcaeec7b87e,1073,4353592.5,99.75,5007000.0,55.5,20.25,3.5,0.0,0.0,1.0,0.0,0.75,7.0,83.5,42.25,0.3575,0.1375,99.8575,0.0,22.5,4.5,36.75,6.5,7.0,8518.5,0.75,1.5,1.1741,1.005,1.0,1.0182,1.3824,0.75,0.0,0.0,1.0,0.0,2.0,1.5455,0.7672,1.6406,1.6481,0.7742,1.0005,0.0,0.875,1.0,1.7222,1.1667,1.0,1.2215,0.0,1.0
0a50d58c96ec8f1984f8783c98092072d5d3770b10ef693e8c9fad992bdbbfe4,261,-1.0,97.75,-1.0,50.25,44.0,2.25,0.0,1.0,0.0,0.0,0.0,,,,23.505,44.405,53.8225,0.0,2.0,0.0,420.5,43.75,3.0,87703.25,0.0,1.0,1.0,1.0051,1.0,1.0303,0.9556,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2204,2.8463,0.4024,0.0,1.0,0.0,0.7093,0.7857,1.0,1.0397,0.0,1.0
83a1b87235efe0ffa02c518c684209b908fb778fac18e229710afc2b2a6e1e64,2049,1900.75,96.75,4099.0,90.75,21.0,2.0,0.25,0.0,1.0,0.0,1.0,15.5,72.25,1.5,3.16,0.585,99.2375,0.0,19.75,6.75,219.5,19.75,2.5,14493.0,0.0,2.75,1.0956,1.0052,1.0,1.1479,0.8667,1.0,0.0,0.0,1.0,0.0,1.0,1.9524,0.9396,0.5,1.4308,0.9339,0.9992,0.0,1.8214,1.0769,0.103,0.0972,1.5,1.0,0.0,1.2
67e9c7aa83d2c0bc8e89704d4e6294d00b2b650f54fcf51a9c499f3ba4a68509,2109,-1.0,74.75,3000.0,49.75,73.25,4.0,3.25,0.75,2.0,0.0,0.5,2.75,17.5,34.0,14.0475,8.0325,91.9425,0.0,14.0,7.25,118.25,9.5,2.75,17611.75,2.25,0.0,1.0,0.9542,1.0,0.9703,0.8199,1.0,1.6,2.0,1.0,0.0,0.0,0.5714,0.6667,0.0303,0.5298,0.4585,1.0676,0.0,1.1538,0.9333,0.5112,0.4615,1.2,1.105,0.2857,0.0
548018092aa410094153b8f77c485482f416c8a257d14e5a54593563e5ee502e,1701,-1.0,92.75,5000.0,85.75,24.25,2.0,0.0,0.0,86.75,0.0,3.75,11.0,49.25,1.0,53.8275,2.0225,97.9575,0.0,12.5,9.0,406.0,35.25,6.25,401.75,7.5,0.0,1.0,1.0163,1.0,0.9942,1.0208,1.0,0.0,0.0,1.4266,0.0,2.75,1.9333,1.3176,1.0,0.8273,0.778,1.005,0.0,1.0,2.0,0.6521,0.7848,0.9231,1.4534,0.3636,0.0
55a0f9e4563b2b504f5bde52adc52c788c376b1fa2b484638e69dfcc3620420b,759,-1.0,96.5,-1.0,53.5,33.5,2.25,1.75,0.75,1.0,0.0,0.0,,,,30.05,77.775,22.2,0.0,2.0,0.0,0.0,0.0,4.0,71305.5,0.0,2.25,1.0,1.0104,1.0,0.9633,1.0,0.8,0.75,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1233,0.867,1.6691,0.0,1.0,0.0,0.0,0.0,1.0,1.0276,0.0,2.0
f86dd4f0949f7989fab2ec50d0a5df458cecac9ecf4b3917fd1ecf55c6d03cac,246,4721.0,89.0,5000.0,26.0,51.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,72509.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
c7cc593c8f0238778d681ab9c2eb934478ad8e06e51fa78cf218af76751d1e61,533,4195.5,96.0,4700.0,27.75,19.0,6.75,0.0,0.25,2.5,0.0,2.5,31.75,37.5,9.0,0.7775,1.415,98.585,0.0,24.0,9.5,75.75,10.0,3.25,36541.5,7.0,2.5,1.03,1.0317,1.0,1.413,1.0,0.9286,0.0,0.0,1.0,0.0,0.6667,1.0159,0.7647,0.5,2.3804,6.2564,0.9794,0.0,1.0,1.2353,0.8938,1.1053,1.1667,1.0397,1.0,0.6667
a46527677ef1bb157a42137dde21f9fe406df566562565e253e66e13b59de691,1216,5007.0,95.75,5007.0,68.75,31.25,3.25,0.0,0.5,1.0,0.0,3.25,12.5,379.0,59.0,0.8175000000000001,0.2025,99.7775,0.0,25.75,5.25,223.5,21.25,6.25,5088.0,2.25,3.75,1.0,0.9948,1.0,1.0677,0.9841,1.1667,0.0,1.0,1.0,0.0,0.8571,0.8519,1.5017,1.0522,1.6585,4.7857,0.9977,0.0,0.9808,0.75,1.2982,1.1795,1.0833,1.0233,1.25,1.1429
a572cdc19b85a585726f58fa9783a9ad29aa141b80c5b9f3c6a5e38771361eeb,168,4816.25,95.0,5000.0,76.75,27.5,8.75,4.5,0.5,2.5,0.0,2.25,20.75,158.25,39.5,7.385,8.19,90.3425,0.0,19.0,16.25,816.75,61.5,5.0,194240.25,0.0,1.75,1.0238,0.9895,1.0,0.9187,1.1154,0.9444,1.0,1.0,0.6667,0.0,0.5,0.8444,0.7781,0.4107,0.75,0.8394,1.0179,0.0,1.0541,1.7083,0.9105,0.8088,1.0,0.9955,0.0,0.75
a4db1f72b17808bf875d5854ab064a3d997ef0d333ec94bebc38c6fe8a5698d4,800,-1.0,73.5,-1.0,24.0,69.0,4.75,1.25,0.75,0.75,0.0,0.0,,,,0.82,0.585,96.225,0.0,2.0,0.0,0.0,0.0,3.0,78268.5,0.0,1.0,1.0,0.9091,1.0,0.8462,0.8039,0.7273,1.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5922,15.7143,0.9267,0.0,1.0,0.0,0.0,0.0,1.4,1.0351,0.0,1.0
be3dc650723663d205899cb680e26eb4cfa41aac986dcbf6908514e0d1fbb564,896,-1.0,99.25,-1.0,69.0,32.0,1.5,0.0,0.25,1.0,0.0,0.0,,,,0.17,5.08,94.8775,0.0,2.0,0.0,0.0,0.0,8.5,101.75,0.0,443.25,1.0,1.0051,1.0,1.1395,0.8286,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.1818,1.7202,0.9716,0.0,1.0,0.0,0.0,0.0,1.0,2.0833,0.0,353.6
cf86e926962924c5b0b90904e55f7d72d9f8d579ef0b42735288554e937719df,243,-1.0,96.5,-1.0,66.75,35.5,3.0,0.5,0.75,0.75,0.0,0.0,,,,0.085,0.13,99.855,0.0,2.0,0.0,0.0,0.0,5.75,36090.75,0.0,2.75,1.0,1.0,1.0,1.3017,0.7531,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.8571,9.4,0.9977,0.0,1.0,0.0,0.0,0.0,1.3,1.0846,0.0,1.2
03b753482848e6f8f46a44f545b4498eb385f82f15d33320fe5fbb4ee6e5df1d,769,-1.0,96.0,3000.0,81.0,21.0,3.0,3.0,1.0,1.0,0.0,0.0,,,,0.74,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,7049.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
00d174be3bd323ea161349010e5fa9acb99509e3a75124e98a3f1f68f6890583,983,5001.75,84.5,4952.75,50.75,39.75,25.25,19.25,0.0,4.25,0.0,0.75,8.5,64.75,12.25,1.42,2.5225,97.38,0.0,20.25,7.25,0.0,0.25,4.25,56388.0,6.0,10.25,1.0021,0.8674,0.9783,0.624,2.6136,1.5897,2.5,0.0,0.8889,0.0,0.5,0.619,0.0615,1.45,1.3766,0.3728,1.024,0.0,1.0769,0.45,0.0,0.0,0.5455,0.6987,0.6,2.1538
0a457f60ab74d10c9d02388dbd5fd308042646a6153fdac43dd64def457e33d0,322,-1.0,94.0,-1.0,32.0,32.0,3.0,0.0,0.0,1.0,0.0,0.0,,,,0.38,0.6,99.04,0.0,2.0,0.0,0.0,0.0,5.0,7538.0,0.0,74.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1471d970d553a48424a6b2d92cc7465254dd302a32b08d67dad1d88afe7558b1,568,-1.0,91.75,-1.0,56.25,19.5,7.75,3.5,0.0,4.25,0.0,0.0,,,,0.065,0.165,99.835,0.0,2.0,0.0,0.0,0.0,7.5,41052.0,0.0,3.0,1.0,0.9731,1.0,0.9737,1.0,2.1,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,2.25,1.129,0.9998,0.0,1.0,0.0,0.0,0.0,1.0,1.0118,0.0,1.4
1e84ce9abcdd93641780fcad20b781e47dc81186c586f6d101c00795b8ee2be2,667,4749.5,99.5,5178.0,134.25,15.5,4.75,2.25,0.0,2.0,0.0,2.5,11.5,233.25,31.75,0.46,2.035,96.8975,1.0525,22.75,5.75,136.75,10.25,6.75,186782.75,3.25,2.25,1.0254,1.0,1.0,0.8711,1.1379,0.9,0.8,0.0,1.0,0.0,0.6667,1.5556,0.3031,1.3519,1.3896,1.9708,0.979,1.9858,1.0222,1.5556,1.041,0.7826,1.0769,1.032,0.0833,2.0
5187595528b6b43eb8ae5b4582e86697e51841206fa511596994c5779a0a93f7,847,-1.0,83.5,5000.0,40.25,78.25,2.5,0.0,0.75,1.0,0.0,0.0,,,,11.285,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.75,8740.5,0.0,11.0,1.0,0.8764,1.0,0.7889,2.4022,1.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.7828,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8333,0.6097,0.0,0.8333
1bd1061117514aacb9e17913d668fcd849456611d8a3af635740bbd473321f12,988,5007.0,94.0,5007.0,58.5,14.25,4.75,0.0,2.0,0.0,0.0,0.0,1.0,23.0,59.25,1.1324999999999998,8.2725,91.6725,0.0,0.5,1.5,13.25,4.75,6.25,36956.0,0.0,4.75,1.0,1.0107,1.0,0.9024,1.0357,0.9,0.0,1.0,0.0,0.0,0.0,1.0,0.9574,0.896,0.961,0.4513,1.0694,0.0,0.0,0.5,1.2083,0.9,0.9231,0.9551,0.0,0.9
c1788f763b66100a51515a85da93dd5d0e73ad7ab7d4d36e0e90cda947ee12e4,1761,-1.0,82.0,3000.0,140.25,9.75,17.75,5.75,1.0,6.25,0.0,0.0,2.0,57.5,9.25,1.145,5.102500000000001,69.88250000000001,0.0,12.0,38.25,4.5,3.5,3.75,10612.75,3.0,0.0,1.0,1.3099,1.0,2.3195,0.56,4.4615,3.6,1.0,1.7778,0.0,0.0,1.0,37.3333,1.8462,3.0893,1.1372,2.0904,0.0,1.4,8.0,0.0,0.0,2.0,0.9707,0.0,0.0
6114dd507175233ec15c501a0b7c61adc54e1b2f11df9572aebe2d871dfcdfb5,472,-1.0,87.75,-1.0,27.25,47.0,3.75,0.0,0.0,1.25,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,7719.25,0.0,2.0,1.0,1.0172,1.0,1.725,0.4688,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,1.1352,0.0,1.6667
ed69d0559133bab00efb44f9ca4b42fc0d8e622a915aee72bd205688b0ef81c3,1195,5007.0,97.5,5007.0,78.0,25.25,5.75,0.25,0.5,0.0,0.0,0.75,7.25,230.75,32.25,2.015,0.515,98.85000000000002,0.0,28.5,10.75,1.25,0.25,7.5,21698.5,2.5,1.25,1.0,1.0,1.0,1.0,1.02,1.0909,0.0,1.0,0.0,0.0,0.0,6.25,1.033,1.3036,1.5346,1.0808,0.9911,0.0,1.0727,0.5926,0.0,0.0,1.0,1.062,1.0,1.5
0607c58d7a7d99541ef8e7e8071ddc18f146fe9c3365941a1066f8123ce52bb5,806,2310.0,71.0,-1.0,15.0,165.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,17.08,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4040.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
8c24e57688c736f9ce11219a007a9b209d22ecaaf7055b05649f4ea5143fa1b5,1294,4130.5,88.75,5081.0,97.0,7.5,7.25,1.25,0.75,3.5,0.0,0.0,2.0,29.25,2.5,4.3100000000000005,98.785,1.1749999999999998,0.0,17.0,7.25,0.0,0.0,6.0,16857.5,3.0,5.5,1.0061,0.9944,1.0,1.0104,1.1429,0.9333,0.25,2.0,1.3333,0.0,0.0,1.0,0.6479,1.0,0.0,0.9771,0.0,0.0,0.8378,0.7059,0.0,0.0,1.0,1.9038,0.0,1.2
daec9fcae248053441426c81e305a323b32924bc85706e52cabd4111b25c10e9,1704,3013.0,98.25,-1.0,55.5,23.25,5.5,0.5,1.0,0.5,0.0,0.0,,,,40.2375,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.25,546.75,0.0,3.0,1.0,0.9949,1.0,1.1553,0.7885,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7421,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8571,0.1373,0.0,1.4
23f05106fec5143a139ec6b58c805b42fc25349947a1f4d9ac4add3a0b5091ee,848,5007.0,80.0,5004.0,52.0,121.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,23.0,11.0,2.91,20.5,79.45,0.0,16.0,7.0,21.0,1.0,4.0,7248.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
493d5bba33c0a3d99a211ddbbd21210f4d518ed90bda5b846ce2e940bffa137b,1789,-1.0,81.0,3000.0,37.0,69.0,2.0,0.0,0.0,2.0,0.0,0.0,,,0.0,70.14,0.0,0.0,0.0,15.0,5.0,0.0,0.0,2.0,22763.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
